pid,ECategory,Event,ELevel
430032,sports,football,
422112,cultural,bharatnatyam,school
422112,hobbies,"dancing,cricket,badminton",school
430028,sports,no,
430028,games,no,
430028,cultural,no,
430028,hobbies,playing instruments,
430028,others,no,
426066,hobbies,"plying cricket, reading books,etc",school
426066,others,kabbadi,
241998,sports,football team,district
241998,games,athletics,school
426076,sports,athletics,school
426076,games,foot ball,school
426076,cultural,not applicable,
426076,hobbies,athletic activities,school
426070,sports,chess,school
426070,games,badminton,school
426070,hobbies,"chess, badminton",school
426188,sports,"kabbadi, cricket",school
426188,cultural,quiz competition,school
426108,sports,"athletics - 100 mtrs - gold, 200 - bronze, relay 4x100 - gold",school
426108,cultural,hindi debate - 1st place,school
426108,hobbies,"badminton, swimming",school
424074,sports,carrom,district
424074,games,chess,district
424074,hobbies,reading books,school
422204,hobbies,drawing,school
422204,others,speech,school
241998,others,scholarship holder in std 4th,
2nd place in science olympiad in std 6th,,,
"2nd place &#8203,",school,,
424162,sports,football,school
424162,games,cricket,
424162,others,painting,
424038,sports,badminton and volleyball,school
424038,cultural,bharatnatyam classical dance,school
424038,hobbies,sketching,school
422176,sports,football,school
422176,games,chess,school
422176,cultural,r-ward science exhibition,district
422176,hobbies,calligraphy,school
424206,hobbies,loves to programming in various ide`s,
428044,sports,football,school
428044,games,drawing,school
428044,hobbies,playing football,school
241998,sports,no,
241998,games,no,
241998,cultural,no,
241998,hobbies,no,
241998,others,no,
430018,cultural,music(plays guitar),school
424198,sports,handball,school
424198,games,kho kho,
424198,others,dance,
424164,sports,karate- silver medal,national
426120,sports,shotokan karate black belt(second degree),
241998,hobbies,free hand desgining,school
241998,others,drawing,state
241998,hobbies,"free hand desgining,wood turning",school
241998,others,drawing,state
241998,hobbies,"free hand desgining,wood turning",school
241998,others,drawing,state
424030,sports,throwball,district
430020,sports,no,school
430020,games,no,
,school,,
430020,cultural,no,school
430020,hobbies,no,school
430020,others,no,school
424218,sports,no,
424218,games,no,
424218,cultural,no,
424218,hobbies,singing,school
424218,others,no,
241998,sports,football,school
241998,games,badminton,school
426130,sports,yes,
426130,games,cricket,
426130,cultural,no,
426130,hobbies,playing esports,
426130,others,playing cricket,
241998,sports,football,school
241998,games,badminton,school
241998,hobbies,reading books and learning about electronics,school
241998,sports,swimmer,state
422098,sports,table tennis,school
422098,games,volleyball,school
422098,hobbies,getting information about space,school
426180,hobbies,"reading books,watching television and learning about electronics",
426182,sports,ncc a certificate,national
426182,games,swimming,district
426182,hobbies,writing,school
241998,sports,running,school
241998,games,badminton,school
241998,cultural,dancing and singing,district
241998,hobbies,dancing and singing,district
426190,sports,skating,district
426190,games,football,school
426190,hobbies,sketching,
241998,sports,nil,
428038,sports,karate,district
428036,sports,shotput,school
428036,games,longjump,
428036,hobbies,burhan mumbai nimnastar marathi shikshak sanghatna,state
428036,others,dr.homi bhabha balvaidyanik competition,state
424160,sports,chess,district
241998,sports,"cricket , football .",school
241998,games,carrom,school
241998,cultural,dance,school
241998,hobbies,dance and sports,school
430022,hobbies,free hand designing,school
430022,others,drawing,state
428022,hobbies,reading books,
426024,sports,basketball,district
426092,sports,cricket,school
426092,games,chess,school
426092,hobbies,football,school
428016,sports,cricket,district
241998,sports,rsp,school
241998,sports,"cricket,volleyball,football",district
241998,cultural,dance,school
241998,hobbies,"cycling,fitness",school
422130,others,sathaye college science exhibition,school
426160,sports,kusti,district
426008,sports,football,school
426008,games,chess,school
426008,hobbies,reading novels,school
430012,hobbies,"painting , sports",
422092,others,ntse exam,national
241998,sports,kho kho,school
241998,games,carrom and chess,school
241998,cultural,anchoring,school
241998,hobbies,singing,school
241998,others,drawing,school
241998,sports,kho kho,school
241998,games,carrom and chess,school
241998,cultural,anchoring,school
241998,hobbies,singing,school
241998,sports,football,school
241998,games,running,school
426138,sports,,
426138,games,,
426138,cultural,,
426138,hobbies,cricket,
241998,games,chess,
{participated in state level} [won in school],school,,
422090,games,chess,district
422090,hobbies,singing,school
424152,sports,swimming,school
241998,sports,marthon,school
241998,games,cricket,school
426088,sports,netball,state
426088,hobbies,"dancing ,swimming,singing",school
241998,sports,cricket,school
241998,games,kabaddi,school
241998,hobbies,playing instruments mridang,school
422058,sports,cricket,school
422058,games,.,
422058,cultural,.,
422058,hobbies,.,
422058,others,.,
241998,sports,basketball,district
241998,games,skating,state
430008,sports,no,
430008,games,no,
430008,cultural,no,
430008,hobbies,reading and talking to high achievers,
430008,others,no,
241998,hobbies,craft from scratch,district
426140,sports,slow cycling,school
426140,games,kabbadi,school
426140,hobbies,drawing,
426140,others,listining song etc,
430040,sports,kabbadi,school
430040,games,carrom,school
241998,sports,football,district
424014,sports,volleyball,district
424014,games,chess,school
424014,cultural,playing flute and bagpipe,district
424014,hobbies,"drawing , playing musical instruments",national
241998,sports,volleyball,district
241998,games,cricket,school
241998,hobbies,sports,district
426038,sports,kabbaddi,school
426038,hobbies,drowing,school
424212,others,intermediate grade drawing examination (grade-a),state
422074,sports,,
422074,cultural,singing (2015),school
422074,hobbies,"drawing, sketching",school
424088,sports,played for school(st thomas high school),district
424088,games,chess,school
424088,hobbies,playing guitar,school
241998,sports,shot put,school
241998,games,"table tennis, football",school
241998,sports,skating bronze medal,district
241998,games,tug of war winner,school
424108,sports,football,district
424108,games,swimming,district
424108,cultural,drama,school
424108,hobbies,public speaking,school
426054,sports,cricket at school level,district
426018,sports,"kabaddi , cricket",district
426018,games,carrom,school
241998,sports,cricket,school
241998,hobbies,drawing,school
422164,cultural,am a seo optimized content writer and developer. also maintain a blog and won a couple of awards for my fictions on wattpad.,school
422164,hobbies,trekking,
426048,sports,no,
426048,games,no,
426048,cultural,no,
426048,hobbies,no,
426048,others,no,
428052,hobbies,reading book playing with friends,
241998,sports,taekwondo,district
241998,games,karate,state
241998,cultural,winchung,school
241998,hobbies,"reading,dancing,singing",
241998,cultural,elocution competition,school
241998,hobbies,reading,
426122,sports,rope skipping,state
426012,sports,no,
426012,games,no,
426012,cultural,no,
426012,hobbies,playing cricket,
422152,games,chess,school
241998,sports,"martial arts (state lvl), badminton, athletics, football.",state
241998,games,pc games,
241998,hobbies,"singing, dancing, acting.",school
424090,sports,table tennis,school
422042,hobbies,mobile indoor games,school
426102,sports,football,school
426102,hobbies,coding,
422206,cultural,bharatnatyam,school
422206,hobbies,dance,
426084,sports,badminton,school
426084,hobbies,cycling,school
241998,sports,badminton,school
426152,others,bgmi,state
426086,sports,badminton,school
426086,games,cricket,school
426086,cultural,hindi elocution,school
388094,sports,cricket,school
422016,sports,cricket,district
424176,sports,cricket,school
424176,hobbies,collection of coins,school
426178,games,gaming,school
